model	nDCGRendle2020
LightGCN_seed=123_e=200_bs=64_lr=0$0001095050831578516_factors=256_l_w=0$009707538210675435_n_layers=3	0.11207794856384007
LightGCN_seed=123_e=200_bs=64_lr=0$0001621655423960941_factors=256_l_w=0$011338191975355821_n_layers=3	0.11122906698112518
LightGCN_seed=123_e=200_bs=64_lr=0$00017718610865854784_factors=256_l_w=0$004153931936854083_n_layers=3	0.1104358409213373
LightGCN_seed=123_e=200_bs=64_lr=0$00023943802728430358_factors=256_l_w=0$036325014450712435_n_layers=3	0.11312861608092722
LightGCN_seed=123_e=200_bs=64_lr=0$00046083949100544284_factors=256_l_w=0$0022183898072497647_n_layers=3	0.10757092701043318
LightGCN_seed=123_e=200_bs=64_lr=0$0005244728080572735_factors=256_l_w=0$022795729934465717_n_layers=3	0.11036823551968798
LightGCN_seed=123_e=200_bs=64_lr=0$000581295268049958_factors=256_l_w=0$07812719644660297_n_layers=3	0.10889962569562231
LightGCN_seed=123_e=200_bs=64_lr=0$0006998651956253803_factors=256_l_w=3$6020808337455827e-05_n_layers=3	0.10700107570518926
LightGCN_seed=123_e=200_bs=64_lr=0$0011667276478594735_factors=256_l_w=0$00017695459433136735_n_layers=3	0.10901626059515061
LightGCN_seed=123_e=200_bs=64_lr=0$0011824408879467648_factors=256_l_w=0$0005974739929940317_n_layers=3	0.10880942453336423
LightGCN_seed=123_e=200_bs=64_lr=0$001432032615475456_factors=256_l_w=4$0572602956545346e-05_n_layers=3	0.10682844229208106
LightGCN_seed=123_e=200_bs=64_lr=0$0018159576456402533_factors=256_l_w=0$0001239357148756001_n_layers=3	0.10339368106623648
LightGCN_seed=123_e=200_bs=64_lr=0$0019866179067925703_factors=256_l_w=0$006884846265676348_n_layers=3	0.10400343171915123
LightGCN_seed=123_e=200_bs=64_lr=0$002240327787786238_factors=256_l_w=4$589313503255191e-05_n_layers=3	0.10048127840170884
LightGCN_seed=123_e=200_bs=64_lr=0$0024186437099136654_factors=256_l_w=8$494876846544014e-05_n_layers=3	0.09954860760886804
LightGCN_seed=123_e=200_bs=64_lr=0$0028321136546659784_factors=256_l_w=0$0004544613732867371_n_layers=3	0.09964626970010261
LightGCN_seed=123_e=200_bs=64_lr=0$003210828537879552_factors=256_l_w=0$09849407273290525_n_layers=3	0.09642038293214564
LightGCN_seed=123_e=200_bs=64_lr=0$0033756595688829087_factors=256_l_w=0$0049227321382841124_n_layers=3	0.10004964255752823
LightGCN_seed=123_e=200_bs=64_lr=0$0035933387256439323_factors=256_l_w=7$766838211455577e-05_n_layers=3	0.10037003841040054
LightGCN_seed=123_e=200_bs=64_lr=0$004972666482034102_factors=256_l_w=0$005832897459991942_n_layers=3	0.0985860644506083
