model	nDCGRendle2020
LightGCN_seed=123_e=200_bs=64_lr=0$00010773114572400028_factors=4_l_w=0$012367351864732274_n_layers=3	0.07902270668180163
LightGCN_seed=123_e=200_bs=64_lr=0$0001078261019997178_factors=4_l_w=0$03488057920407358_n_layers=3	0.07929956145931637
LightGCN_seed=123_e=200_bs=64_lr=0$00012941900560455415_factors=4_l_w=8$72604677180653e-05_n_layers=3	0.07758399105784387
LightGCN_seed=123_e=200_bs=64_lr=0$00013152613424614775_factors=4_l_w=0$050841894118403765_n_layers=3	0.07959277066224615
LightGCN_seed=123_e=200_bs=64_lr=0$00013628933372898026_factors=4_l_w=7$593014776428533e-05_n_layers=3	0.07852211316613647
LightGCN_seed=123_e=200_bs=64_lr=0$00015135182332990402_factors=4_l_w=0$008568366632877918_n_layers=3	0.07935621387184515
LightGCN_seed=123_e=200_bs=64_lr=0$0001872241074973332_factors=4_l_w=0$00023849894942834296_n_layers=3	0.07882803027357921
LightGCN_seed=123_e=200_bs=64_lr=0$00021132685304409474_factors=4_l_w=1$1305214369206818e-05_n_layers=3	0.07935949573377313
LightGCN_seed=123_e=200_bs=64_lr=0$00040568793683924844_factors=4_l_w=0$041771428113651136_n_layers=3	0.08041461433232268
LightGCN_seed=123_e=200_bs=64_lr=0$0004169080952996497_factors=4_l_w=0$08242471365171306_n_layers=3	0.08099807406081873
LightGCN_seed=123_e=200_bs=64_lr=0$00048583843647535596_factors=4_l_w=0$027417213078756473_n_layers=3	0.08203229294592108
LightGCN_seed=123_e=200_bs=64_lr=0$0006991053224341034_factors=4_l_w=1$1929834251589445e-05_n_layers=3	0.0795735980013614
LightGCN_seed=123_e=200_bs=64_lr=0$0007843739036451319_factors=4_l_w=0$041045066466212185_n_layers=3	0.08252495516399928
LightGCN_seed=123_e=200_bs=64_lr=0$0010026397804933208_factors=4_l_w=0$051207327267699713_n_layers=3	0.08296287454115596
LightGCN_seed=123_e=200_bs=64_lr=0$0019381363860596589_factors=4_l_w=0$0001792072090352354_n_layers=3	0.0835633984151089
LightGCN_seed=123_e=200_bs=64_lr=0$0026134380702554495_factors=4_l_w=0$0015318703869567954_n_layers=3	0.08500121398476972
LightGCN_seed=123_e=200_bs=64_lr=0$0026931211276183566_factors=4_l_w=0$0011566152289430296_n_layers=3	0.08509313040475001
LightGCN_seed=123_e=200_bs=64_lr=0$0033309615216667206_factors=4_l_w=0$00013986419355426077_n_layers=3	0.08176420331157225
LightGCN_seed=123_e=200_bs=64_lr=0$0037348555093548886_factors=4_l_w=7$97943880393211e-05_n_layers=3	0.08190105616860772
LightGCN_seed=123_e=200_bs=64_lr=0$004269839934809691_factors=4_l_w=2$2950997815169715e-05_n_layers=3	0.0818314890319033
