model	nDCGRendle2020
LightGCN_seed=123_e=200_bs=64_lr=0$00012188923029525197_factors=32_l_w=1$4887651248726935e-05_n_layers=3	0.09777715427477203
LightGCN_seed=123_e=200_bs=64_lr=0$00012312582826094217_factors=32_l_w=0$09324712179502005_n_layers=3	0.097290062538657
LightGCN_seed=123_e=200_bs=64_lr=0$0001301669697625468_factors=32_l_w=0$025104972116558967_n_layers=3	0.09753414130898222
LightGCN_seed=123_e=200_bs=64_lr=0$00017462489760584107_factors=32_l_w=0$04363346328275595_n_layers=3	0.09958812196337198
LightGCN_seed=123_e=200_bs=64_lr=0$00024922599255000865_factors=32_l_w=1$3248115923796898e-05_n_layers=3	0.09663520077767994
LightGCN_seed=123_e=200_bs=64_lr=0$00024925023590647986_factors=32_l_w=2$8619797567944897e-05_n_layers=3	0.09663520077767994
LightGCN_seed=123_e=200_bs=64_lr=0$0003089056676897848_factors=32_l_w=0$0004662274949702857_n_layers=3	0.0949407377356889
LightGCN_seed=123_e=200_bs=64_lr=0$00038065855229110903_factors=32_l_w=2$1562110666969503e-05_n_layers=3	0.09323707890501623
LightGCN_seed=123_e=200_bs=64_lr=0$00042831167416606245_factors=32_l_w=0$0010276714601556438_n_layers=3	0.09918656292648675
LightGCN_seed=123_e=200_bs=64_lr=0$0005445136528909332_factors=32_l_w=0$0029960675102328523_n_layers=3	0.09500628160419732
LightGCN_seed=123_e=200_bs=64_lr=0$0005571625149433416_factors=32_l_w=0$008464783811241954_n_layers=3	0.09591452526940147
LightGCN_seed=123_e=200_bs=64_lr=0$0005785934604144682_factors=32_l_w=0$021826384568644098_n_layers=3	0.1008685983633086
LightGCN_seed=123_e=200_bs=64_lr=0$001178615586228201_factors=32_l_w=1$2395267399630988e-05_n_layers=3	0.0948007359642825
LightGCN_seed=123_e=200_bs=64_lr=0$0014804188715745298_factors=32_l_w=2$8975627735661072e-05_n_layers=3	0.09726739614766965
LightGCN_seed=123_e=200_bs=64_lr=0$0015439826292521807_factors=32_l_w=1$3762145756798547e-05_n_layers=3	0.09588193742428676
LightGCN_seed=123_e=200_bs=64_lr=0$002005870198304126_factors=32_l_w=0$0006651245572796195_n_layers=3	0.09711869732260808
LightGCN_seed=123_e=200_bs=64_lr=0$002049876206747379_factors=32_l_w=0$020075565123230846_n_layers=3	0.0975498803865268
LightGCN_seed=123_e=200_bs=64_lr=0$0021911278267873614_factors=32_l_w=2$818812666182402e-05_n_layers=3	0.09739646877132295
LightGCN_seed=123_e=200_bs=64_lr=0$002218835666729148_factors=32_l_w=0$0002635531623576173_n_layers=3	0.09300429111126372
LightGCN_seed=123_e=200_bs=64_lr=0$002301110304530468_factors=32_l_w=1$623451833609739e-05_n_layers=3	0.09978848580147533
