model	nDCGRendle2020	HR	Precision	Recall
KPCA_cosine@128	0.4238344013643816	0.9722036168787676	0.374146014735432	0.374146014735432
KPCA_cosine@16	0.3584590428639513	0.8690555927662424	0.3213663764233088	0.3213663764233088
KPCA_cosine@2	0.19176053715971145	0.4926322839919625	0.17083054253181515	0.17083054253181515
KPCA_cosine@32	0.41042634126656397	0.9434025452109845	0.3620897521768252	0.3620897521768252
KPCA_cosine@4	0.22384960028965856	0.6356329537843268	0.2068988613529806	0.2068988613529806
KPCA_cosine@64	0.43112068196288206	0.9745478901540523	0.3789015405224381	0.3789015405224381
KPCA_cosine@8	0.276811205332449	0.7521768251841929	0.2533154722036169	0.2533154722036169
KPCA_linear@128	0.7645025735692893	1.0	0.6875418620227729	0.6875418620227729
KPCA_linear@16	0.5831319148254147	0.9799062290689886	0.5148359008707301	0.5148359008707301
KPCA_linear@2	0.2516356703465605	0.6597454789015406	0.22776289350301407	0.22776289350301407
KPCA_linear@32	0.6822677333688025	0.9979906229068989	0.6067649028801072	0.6067649028801072
KPCA_linear@4	0.3705921274962963	0.8181513730743469	0.32685867381111855	0.32685867381111855
KPCA_linear@64	0.7497804882603767	1.0	0.6728399196249163	0.6728399196249163
KPCA_linear@8	0.46037536507322874	0.9216342933690556	0.40713328868050896	0.40713328868050896
KPCA_poly@128	0.7700797712524982	1.0	0.6934695244474213	0.6934695244474213
KPCA_poly@16	0.5863999208757262	0.9809109176155392	0.518151373074347	0.518151373074347
KPCA_poly@2	0.2530902638114847	0.6590756865371735	0.22863362357669123	0.22863362357669123
KPCA_poly@32	0.686300077625431	0.9979906229068989	0.6106162089752176	0.6106162089752176
KPCA_poly@4	0.3726353542564725	0.818821165438714	0.32863362357669124	0.32863362357669124
KPCA_poly@64	0.754775296538054	1.0	0.6780643000669793	0.6780643000669793
KPCA_poly@8	0.46263255005465226	0.9219691895512391	0.40874079035498995	0.40874079035498995
KPCA_rbf@128	0.729086767366481	1.0	0.6479571332886805	0.6479571332886805
KPCA_rbf@16	0.5681176196893526	0.9765572672471534	0.4994976557267247	0.4994976557267247
KPCA_rbf@2	0.24527064286212216	0.6443402545210984	0.22243804420629606	0.22243804420629606
KPCA_rbf@32	0.6631611549414842	0.9976557267247154	0.5858673811118553	0.5858673811118553
KPCA_rbf@4	0.36018433538835654	0.8107836570663094	0.3177494976557267	0.3177494976557267
KPCA_rbf@64	0.7185942710338249	1.0	0.6375418620227729	0.6375418620227729
KPCA_rbf@8	0.44794270006743236	0.9152712659075687	0.395344943067649	0.395344943067649
KPCA_sigmoid@128	0.7601157863638028	1.0	0.682886805090422	0.682886805090422
KPCA_sigmoid@16	0.5801415529503579	0.9792364367046216	0.5120562625586068	0.5120562625586068
KPCA_sigmoid@2	0.2502090524577206	0.6574012056262558	0.2266242464835901	0.2266242464835901
KPCA_sigmoid@32	0.6789001000823998	0.9979906229068989	0.6034159410582719	0.6034159410582719
KPCA_sigmoid@4	0.3691441342334912	0.8171466845277964	0.32551908908238447	0.32551908908238447
KPCA_sigmoid@64	0.7457881578567046	1.0	0.6684862692565304	0.6684862692565304
KPCA_sigmoid@8	0.45780590611317756	0.920629604822505	0.40458807769591426	0.40458807769591426
