model	nDCGRendle2020	HR	Precision	Recall
KPCA_cosine@16	0.0960378022645927	0.3035901010805159	0.0475775531544092	0.1315816944573187
KPCA_cosine@2	0.040413499567940464	0.17148832345765075	0.023283373997908682	0.05346400737251743
KPCA_cosine@32	0.10260349369109659	0.3123039386545835	0.04897176716626002	0.1386254875532095
KPCA_cosine@4	0.06352279804252352	0.22934820494945973	0.037330080167305685	0.08820939714622103
KPCA_cosine@8	0.08267661525828651	0.2771000348553503	0.04402230742418962	0.11654954269566989
KPCA_linear@16	0.16556389396081855	0.40850470547229	0.07309166957127919	0.20146133044105247
KPCA_linear@2	0.11879924765158192	0.3262460787730917	0.055001742767514815	0.14335030276037228
KPCA_linear@32	0.1718424339316737	0.4231439525967236	0.07486929243638898	0.20991023386792063
KPCA_linear@4	0.14283328699529388	0.37539212269083305	0.06650400836528407	0.1755708428833681
KPCA_linear@8	0.15771061267425926	0.3956082258626699	0.07089578250261415	0.19296416344108913
KPCA_poly@16	0.16791029603381946	0.4112931334959916	0.07392819797838969	0.20373047089049293
KPCA_poly@2	0.12149615613757317	0.3297316138027187	0.05601254792610665	0.14665942840833776
KPCA_poly@32	0.1723412329169758	0.4245381666085744	0.07511327988846288	0.21033588092804043
KPCA_poly@4	0.1454411687506293	0.37748344370860926	0.06695712791913559	0.17778351828356528
KPCA_poly@8	0.15994638713617246	0.3976995468804462	0.07145346810735448	0.19527999661333367
KPCA_rbf@16	0.1535588695458916	0.399093760892297	0.06988497734402231	0.19320357412805553
KPCA_rbf@2	0.11170231481874904	0.314046706169397	0.0530149878006274	0.1371956827264521
KPCA_rbf@32	0.16082109825492302	0.4116416869989543	0.07222028581387242	0.20196512880616008
KPCA_rbf@4	0.1351190521104019	0.36423841059602646	0.06423841059602649	0.167642727490933
KPCA_rbf@8	0.15090131369844495	0.3841059602649007	0.06869989543394912	0.1871464565836823
KPCA_sigmoid@16	0.16312081831496694	0.4074590449634019	0.07246427326594633	0.199830777177006
KPCA_sigmoid@2	0.11730660033869941	0.32520041826420354	0.054618333914255836	0.14234422027837074
KPCA_sigmoid@32	0.16905799855340012	0.41756709654932034	0.07389334262809341	0.2068173248919849
KPCA_sigmoid@4	0.1420771139809501	0.3729522481700941	0.06601603346113627	0.17322406366049967
KPCA_sigmoid@8	0.15474291121518297	0.39037992331822935	0.07005925409550366	0.18985531641885764
