model	nDCGRendle2020
LightGCN_seed=123_e=200_bs=256_lr=0$00011388433232918851_factors=8_l_w=0$046479868886747114_n_layers=3	0.1191334416519008
LightGCN_seed=123_e=200_bs=256_lr=0$0001725113514931228_factors=8_l_w=0$00016407980848067588_n_layers=3	0.11892790646338618
LightGCN_seed=123_e=200_bs=256_lr=0$00017493040844291372_factors=8_l_w=0$0003561699543169031_n_layers=3	0.1190324504651139
LightGCN_seed=123_e=200_bs=256_lr=0$00017867647925274888_factors=8_l_w=0$017262967142116573_n_layers=3	0.11904488331350666
LightGCN_seed=123_e=200_bs=256_lr=0$0002065693917919363_factors=8_l_w=0$009443702688597655_n_layers=3	0.11492740174670883
LightGCN_seed=123_e=200_bs=256_lr=0$0002292916142834612_factors=8_l_w=0$039534748160028194_n_layers=3	0.11461822425905871
LightGCN_seed=123_e=200_bs=256_lr=0$00024934438355709134_factors=8_l_w=3$3242390376089864e-05_n_layers=3	0.14706206515374506
LightGCN_seed=123_e=200_bs=256_lr=0$00025710837696576766_factors=8_l_w=0$014814373200544878_n_layers=3	0.1437757066698288
LightGCN_seed=123_e=200_bs=256_lr=0$000352675391757803_factors=8_l_w=0$009970338720899754_n_layers=3	0.15894364314915735
LightGCN_seed=123_e=200_bs=256_lr=0$00043330573771235717_factors=8_l_w=0$0331391883545839_n_layers=3	0.14958068905099633
LightGCN_seed=123_e=200_bs=256_lr=0$0013209574752188872_factors=8_l_w=6$84831473858974e-05_n_layers=3	0.15909737546558286
LightGCN_seed=123_e=200_bs=256_lr=0$0015099688261484988_factors=8_l_w=0$004122247413029923_n_layers=3	0.16024922774619924
LightGCN_seed=123_e=200_bs=256_lr=0$0018362366655931806_factors=8_l_w=9$788902029962336e-05_n_layers=3	0.1631160513957074
LightGCN_seed=123_e=200_bs=256_lr=0$0023524347798149618_factors=8_l_w=0$0003629889102404384_n_layers=3	0.16185625910111812
LightGCN_seed=123_e=200_bs=256_lr=0$0025834413907031527_factors=8_l_w=0$006107207081823904_n_layers=3	0.16091634134550473
LightGCN_seed=123_e=200_bs=256_lr=0$0029454015458486786_factors=8_l_w=0$0002770091026971065_n_layers=3	0.15876659071132276
LightGCN_seed=123_e=200_bs=256_lr=0$003739557460498168_factors=8_l_w=0$025803016713538157_n_layers=3	0.16100976779304044
LightGCN_seed=123_e=200_bs=256_lr=0$00399560861250965_factors=8_l_w=6$754853485288228e-05_n_layers=3	0.15850306312706228
LightGCN_seed=123_e=200_bs=256_lr=0$004160080239167424_factors=8_l_w=6$442453095126684e-05_n_layers=3	0.15866976767813573
LightGCN_seed=123_e=200_bs=256_lr=0$004250078801463418_factors=8_l_w=0$05993472872034193_n_layers=3	0.16360646163144407
