model	nDCGRendle2020
LightGCN_seed=123_e=200_bs=256_lr=0$00012188923029525197_factors=32_l_w=1$4887651248726935e-05_n_layers=3	0.11869096979252008
LightGCN_seed=123_e=200_bs=256_lr=0$00012312582826094217_factors=32_l_w=0$09324712179502005_n_layers=3	0.11824709993386799
LightGCN_seed=123_e=200_bs=256_lr=0$0001301669697625468_factors=32_l_w=0$025104972116558967_n_layers=3	0.19331794751205633
LightGCN_seed=123_e=200_bs=256_lr=0$00017462489760584107_factors=32_l_w=0$04363346328275595_n_layers=3	0.11793416717166517
LightGCN_seed=123_e=200_bs=256_lr=0$00024922599255000865_factors=32_l_w=1$3248115923796898e-05_n_layers=3	0.19233021746441628
LightGCN_seed=123_e=200_bs=256_lr=0$00024925023590647986_factors=32_l_w=2$8619797567944897e-05_n_layers=3	0.19233021746441628
LightGCN_seed=123_e=200_bs=256_lr=0$0003089056676897848_factors=32_l_w=0$0004662274949702857_n_layers=3	0.20093119058370054
LightGCN_seed=123_e=200_bs=256_lr=0$00038065855229110903_factors=32_l_w=2$1562110666969503e-05_n_layers=3	0.2006372734773643
LightGCN_seed=123_e=200_bs=256_lr=0$00042831167416606245_factors=32_l_w=0$0010276714601556438_n_layers=3	0.20136950761219857
LightGCN_seed=123_e=200_bs=256_lr=0$0005445136528909332_factors=32_l_w=0$0029960675102328523_n_layers=3	0.20069066261283702
LightGCN_seed=123_e=200_bs=256_lr=0$0005571625149433416_factors=32_l_w=0$008464783811241954_n_layers=3	0.20007432199057532
LightGCN_seed=123_e=200_bs=256_lr=0$0005785934604144682_factors=32_l_w=0$021826384568644098_n_layers=3	0.20234858600081992
LightGCN_seed=123_e=200_bs=256_lr=0$001178615586228201_factors=32_l_w=1$2395267399630988e-05_n_layers=3	0.20334973315360458
LightGCN_seed=123_e=200_bs=256_lr=0$0014804188715745298_factors=32_l_w=2$8975627735661072e-05_n_layers=3	0.19752778857219894
LightGCN_seed=123_e=200_bs=256_lr=0$0015439826292521807_factors=32_l_w=1$3762145756798547e-05_n_layers=3	0.19694467329715074
LightGCN_seed=123_e=200_bs=256_lr=0$002005870198304126_factors=32_l_w=0$0006651245572796195_n_layers=3	0.19715386525253994
LightGCN_seed=123_e=200_bs=256_lr=0$002049876206747379_factors=32_l_w=0$020075565123230846_n_layers=3	0.2000421951225965
LightGCN_seed=123_e=200_bs=256_lr=0$0021911278267873614_factors=32_l_w=2$818812666182402e-05_n_layers=3	0.19719463927456626
LightGCN_seed=123_e=200_bs=256_lr=0$002218835666729148_factors=32_l_w=0$0002635531623576173_n_layers=3	0.19745688430352454
LightGCN_seed=123_e=200_bs=256_lr=0$002301110304530468_factors=32_l_w=1$623451833609739e-05_n_layers=3	0.19722108341144587
