model	nDCGRendle2020
LightGCN_seed=123_e=200_bs=256_lr=0$00010346021980950854_factors=64_l_w=0$0005978035890731718_n_layers=3	0.21002079525926046
LightGCN_seed=123_e=200_bs=256_lr=0$00010449854983986446_factors=64_l_w=0$01607477996673987_n_layers=3	0.21750331260286787
LightGCN_seed=123_e=200_bs=256_lr=0$00017074473675942562_factors=64_l_w=0$002049610643584897_n_layers=3	0.20907282432991034
LightGCN_seed=123_e=200_bs=256_lr=0$0002208073380331132_factors=64_l_w=0$013657214222656406_n_layers=3	0.21025493171916837
LightGCN_seed=123_e=200_bs=256_lr=0$0003507478959683115_factors=64_l_w=0$012074840574752454_n_layers=3	0.22935005122430438
LightGCN_seed=123_e=200_bs=256_lr=0$0004367292566358644_factors=64_l_w=0$00012350367756093454_n_layers=3	0.22645590955525355
LightGCN_seed=123_e=200_bs=256_lr=0$0005063901511667898_factors=64_l_w=0$02620517022644082_n_layers=3	0.2285223446134039
LightGCN_seed=123_e=200_bs=256_lr=0$0006643792970162354_factors=64_l_w=0$00016120354955054833_n_layers=3	0.22617463974786134
LightGCN_seed=123_e=200_bs=256_lr=0$0009865606656395377_factors=64_l_w=0$00020168308781172154_n_layers=3	0.22326381374160334
LightGCN_seed=123_e=200_bs=256_lr=0$0013865824668235253_factors=64_l_w=8$567506193684669e-05_n_layers=3	0.21755809604244125
LightGCN_seed=123_e=200_bs=256_lr=0$002207733364224528_factors=64_l_w=0$06416374197369942_n_layers=3	0.22148332213894298
LightGCN_seed=123_e=200_bs=256_lr=0$0024523481154271644_factors=64_l_w=0$024769137059383623_n_layers=3	0.2194530419686565
LightGCN_seed=123_e=200_bs=256_lr=0$002679150642829882_factors=64_l_w=1$6649269285015906e-05_n_layers=3	0.21489190523298932
LightGCN_seed=123_e=200_bs=256_lr=0$0027218036882765877_factors=64_l_w=0$02353017852313399_n_layers=3	0.21615918948280938
LightGCN_seed=123_e=200_bs=256_lr=0$002975032103506599_factors=64_l_w=6$656171337563793e-05_n_layers=3	0.2133242229611829
LightGCN_seed=123_e=200_bs=256_lr=0$0034248952744352482_factors=64_l_w=0$0005774610352728694_n_layers=3	0.21139196946535596
LightGCN_seed=123_e=200_bs=256_lr=0$00403021347075083_factors=64_l_w=0$022937487360530633_n_layers=3	0.20888501507323975
LightGCN_seed=123_e=200_bs=256_lr=0$004030503866665705_factors=64_l_w=0$07560613354895564_n_layers=3	0.2158681989660359
LightGCN_seed=123_e=200_bs=256_lr=0$004340135231589348_factors=64_l_w=0$0037337153721121855_n_layers=3	0.20199806248395274
LightGCN_seed=123_e=200_bs=256_lr=0$00439222614233103_factors=64_l_w=0$000652470917910296_n_layers=3	0.20011191497060557
