model	nDCGRendle2020
LightGCN_seed=123_e=200_bs=256_lr=0$00013815790371152128_factors=2_l_w=0$003190274443593053_n_layers=3	0.1133400980548996
LightGCN_seed=123_e=200_bs=256_lr=0$0001620872827719957_factors=2_l_w=1$56556727945872e-05_n_layers=3	0.11338630669252366
LightGCN_seed=123_e=200_bs=256_lr=0$00037151956891814914_factors=2_l_w=0$05675791581213648_n_layers=3	0.11266025540580896
LightGCN_seed=123_e=200_bs=256_lr=0$00044190041153786293_factors=2_l_w=0$002338370482163394_n_layers=3	0.1128821486395126
LightGCN_seed=123_e=200_bs=256_lr=0$0005589394567665553_factors=2_l_w=0$00012173014722163948_n_layers=3	0.11310408644300043
LightGCN_seed=123_e=200_bs=256_lr=0$0006727730337393982_factors=2_l_w=1$6418812028780786e-05_n_layers=3	0.11295492843445484
LightGCN_seed=123_e=200_bs=256_lr=0$0007555330659747478_factors=2_l_w=0$020297209644585625_n_layers=3	0.1125851048218939
LightGCN_seed=123_e=200_bs=256_lr=0$0008070404446236706_factors=2_l_w=2$5227633674695453e-05_n_layers=3	0.11308306223265717
LightGCN_seed=123_e=200_bs=256_lr=0$0009565301096630095_factors=2_l_w=0$002228827503842127_n_layers=3	0.11257643366621746
LightGCN_seed=123_e=200_bs=256_lr=0$0010792763383680936_factors=2_l_w=0$0023557985176461517_n_layers=3	0.11304788518436544
LightGCN_seed=123_e=200_bs=256_lr=0$0011376919747599014_factors=2_l_w=0$0005492759681386914_n_layers=3	0.1131736796085175
LightGCN_seed=123_e=200_bs=256_lr=0$0011511293927695487_factors=2_l_w=1$0463249655432788e-05_n_layers=3	0.1131708517890288
LightGCN_seed=123_e=200_bs=256_lr=0$0011538428926733803_factors=2_l_w=0$00038904862745243844_n_layers=3	0.11316983822497204
LightGCN_seed=123_e=200_bs=256_lr=0$001241395481148597_factors=2_l_w=0$006039979457719552_n_layers=3	0.11277518052255024
LightGCN_seed=123_e=200_bs=256_lr=0$0017926993685649806_factors=2_l_w=0$0004850198187290549_n_layers=3	0.11407747904312834
LightGCN_seed=123_e=200_bs=256_lr=0$0036061501294004372_factors=2_l_w=0$0001712847593418974_n_layers=3	0.11995170385875235
LightGCN_seed=123_e=200_bs=256_lr=0$0037762645718766763_factors=2_l_w=0$00011956213263913034_n_layers=3	0.119991037892464
LightGCN_seed=123_e=200_bs=256_lr=0$004070364572294006_factors=2_l_w=0$011314592969603035_n_layers=3	0.11902494896247807
LightGCN_seed=123_e=200_bs=256_lr=0$004790620950657052_factors=2_l_w=0$00022680181204662146_n_layers=3	0.1175480710209435
LightGCN_seed=123_e=200_bs=256_lr=0$0048090994053151944_factors=2_l_w=1$3821952072037158e-05_n_layers=3	0.11736991696374693
