model	nDCGRendle2020
LightGCN_seed=123_e=200_bs=256_lr=0$00012299287465252683_factors=16_l_w=0$025299085952065932_n_layers=3	0.11863607826998138
LightGCN_seed=123_e=200_bs=256_lr=0$00012684084163402297_factors=16_l_w=5$441776550630358e-05_n_layers=3	0.11859128457604404
LightGCN_seed=123_e=200_bs=256_lr=0$00014679998007386224_factors=16_l_w=0$006274588762809183_n_layers=3	0.1193160945633803
LightGCN_seed=123_e=200_bs=256_lr=0$00018124947851918077_factors=16_l_w=0$00012292931238035786_n_layers=3	0.17993818889477592
LightGCN_seed=123_e=200_bs=256_lr=0$00020044861537294657_factors=16_l_w=0$00220883379929552_n_layers=3	0.17760752743943564
LightGCN_seed=123_e=200_bs=256_lr=0$00020408852790560188_factors=16_l_w=0$06904711188591811_n_layers=3	0.17391967673599207
LightGCN_seed=123_e=200_bs=256_lr=0$0002811367846849525_factors=16_l_w=0$00012532406070200913_n_layers=3	0.17923758628635408
LightGCN_seed=123_e=200_bs=256_lr=0$00046727855396689304_factors=16_l_w=4$1551638981264794e-05_n_layers=3	0.18744100924694024
LightGCN_seed=123_e=200_bs=256_lr=0$000566137709446383_factors=16_l_w=0$004651053086621931_n_layers=3	0.1889449898768066
LightGCN_seed=123_e=200_bs=256_lr=0$0007064551771936087_factors=16_l_w=0$0005499677354860677_n_layers=3	0.18742894051765205
LightGCN_seed=123_e=200_bs=256_lr=0$0014039703128266303_factors=16_l_w=0$0003211977565166328_n_layers=3	0.1843883816119496
LightGCN_seed=123_e=200_bs=256_lr=0$0016445845785482923_factors=16_l_w=0$0003302592191086472_n_layers=3	0.1825941630434275
LightGCN_seed=123_e=200_bs=256_lr=0$0018116731857129983_factors=16_l_w=1$7352229008914448e-05_n_layers=3	0.18275574477606454
LightGCN_seed=123_e=200_bs=256_lr=0$0018608802284471647_factors=16_l_w=0$00012666913119457627_n_layers=3	0.1828337470042965
LightGCN_seed=123_e=200_bs=256_lr=0$0018994668577047584_factors=16_l_w=0$08561866884260011_n_layers=3	0.19076283348660583
LightGCN_seed=123_e=200_bs=256_lr=0$002076997028772986_factors=16_l_w=0$0010815445779998995_n_layers=3	0.18025957990147762
LightGCN_seed=123_e=200_bs=256_lr=0$0023461483005113516_factors=16_l_w=0$0069699507909572415_n_layers=3	0.1805423016281924
LightGCN_seed=123_e=200_bs=256_lr=0$0025082985810530043_factors=16_l_w=0$00011757608980003628_n_layers=3	0.17960750837737294
LightGCN_seed=123_e=200_bs=256_lr=0$003985530201245695_factors=16_l_w=6$696153252010544e-05_n_layers=3	0.17651756694233336
LightGCN_seed=123_e=200_bs=256_lr=0$004506418815480885_factors=16_l_w=0$0003923138269533211_n_layers=3	0.1743575722934171
