model	nDCGRendle2020
LightGCN_seed=123_e=200_bs=256_lr=0$00010773114572400028_factors=4_l_w=0$012367351864732274_n_layers=3	0.11380871047683745
LightGCN_seed=123_e=200_bs=256_lr=0$0001078261019997178_factors=4_l_w=0$03488057920407358_n_layers=3	0.1135012014243484
LightGCN_seed=123_e=200_bs=256_lr=0$00012941900560455415_factors=4_l_w=8$72604677180653e-05_n_layers=3	0.11399547605014584
LightGCN_seed=123_e=200_bs=256_lr=0$00013152613424614775_factors=4_l_w=0$050841894118403765_n_layers=3	0.11358744226345019
LightGCN_seed=123_e=200_bs=256_lr=0$00013628933372898026_factors=4_l_w=7$593014776428533e-05_n_layers=3	0.11393478592119602
LightGCN_seed=123_e=200_bs=256_lr=0$00015135182332990402_factors=4_l_w=0$008568366632877918_n_layers=3	0.11397757738408623
LightGCN_seed=123_e=200_bs=256_lr=0$0001872241074973332_factors=4_l_w=0$00023849894942834296_n_layers=3	0.114282033367227
LightGCN_seed=123_e=200_bs=256_lr=0$00021132685304409474_factors=4_l_w=1$1305214369206818e-05_n_layers=3	0.11448515397761616
LightGCN_seed=123_e=200_bs=256_lr=0$00040568793683924844_factors=4_l_w=0$041771428113651136_n_layers=3	0.11317814499202172
LightGCN_seed=123_e=200_bs=256_lr=0$0004169080952996497_factors=4_l_w=0$08242471365171306_n_layers=3	0.11368960271259462
LightGCN_seed=123_e=200_bs=256_lr=0$00048583843647535596_factors=4_l_w=0$027417213078756473_n_layers=3	0.11335378791291231
LightGCN_seed=123_e=200_bs=256_lr=0$0006991053224341034_factors=4_l_w=1$1929834251589445e-05_n_layers=3	0.11965435360035814
LightGCN_seed=123_e=200_bs=256_lr=0$0007843739036451319_factors=4_l_w=0$041045066466212185_n_layers=3	0.11433882173898488
LightGCN_seed=123_e=200_bs=256_lr=0$0010026397804933208_factors=4_l_w=0$051207327267699713_n_layers=3	0.11347904954542043
LightGCN_seed=123_e=200_bs=256_lr=0$0019381363860596589_factors=4_l_w=0$0001792072090352354_n_layers=3	0.13112467793313168
LightGCN_seed=123_e=200_bs=256_lr=0$0026134380702554495_factors=4_l_w=0$0015318703869567954_n_layers=3	0.13796655939671437
LightGCN_seed=123_e=200_bs=256_lr=0$0026931211276183566_factors=4_l_w=0$0011566152289430296_n_layers=3	0.13945934528715084
LightGCN_seed=123_e=200_bs=256_lr=0$0033309615216667206_factors=4_l_w=0$00013986419355426077_n_layers=3	0.13853373071883193
LightGCN_seed=123_e=200_bs=256_lr=0$0037348555093548886_factors=4_l_w=7$97943880393211e-05_n_layers=3	0.1370855297263441
LightGCN_seed=123_e=200_bs=256_lr=0$004269839934809691_factors=4_l_w=2$2950997815169715e-05_n_layers=3	0.14037437160653463
