model	nDCGRendle2020
BPRMF_seed=123_e=200_bs=256_factors=4_lr=0$00010773114572400028_l_w=0$012367351864732274	0.09491560760661893
BPRMF_seed=123_e=200_bs=256_factors=4_lr=0$0001078261019997178_l_w=0$03488057920407358	0.10301768464516385
BPRMF_seed=123_e=200_bs=256_factors=4_lr=0$00012941900560455415_l_w=8$72604677180653e-05	0.09769836618527064
BPRMF_seed=123_e=200_bs=256_factors=4_lr=0$00013152613424614775_l_w=0$050841894118403765	0.11631689378203972
BPRMF_seed=123_e=200_bs=256_factors=4_lr=0$00013628933372898026_l_w=7$593014776428533e-05	0.09884858870282914
BPRMF_seed=123_e=200_bs=256_factors=4_lr=0$00015135182332990402_l_w=0$008568366632877918	0.09393383558486039
BPRMF_seed=123_e=200_bs=256_factors=4_lr=0$0001872241074973332_l_w=0$00023849894942834296	0.09866904340448936
BPRMF_seed=123_e=200_bs=256_factors=4_lr=0$00021132685304409474_l_w=1$1305214369206818e-05	0.09879065174783838
BPRMF_seed=123_e=200_bs=256_factors=4_lr=0$00040568793683924844_l_w=0$041771428113651136	0.1151305947334916
BPRMF_seed=123_e=200_bs=256_factors=4_lr=0$0004169080952996497_l_w=0$08242471365171306	0.1207005324141622
BPRMF_seed=123_e=200_bs=256_factors=4_lr=0$00048583843647535596_l_w=0$027417213078756473	0.10960512031837025
BPRMF_seed=123_e=200_bs=256_factors=4_lr=0$0006991053224341034_l_w=1$1929834251589445e-05	0.10736562964044909
BPRMF_seed=123_e=200_bs=256_factors=4_lr=0$0007843739036451319_l_w=0$041045066466212185	0.11498120801480236
BPRMF_seed=123_e=200_bs=256_factors=4_lr=0$0010026397804933208_l_w=0$051207327267699713	0.1231891492804414
BPRMF_seed=123_e=200_bs=256_factors=4_lr=0$0019381363860596589_l_w=0$0001792072090352354	0.11202809300925357
BPRMF_seed=123_e=200_bs=256_factors=4_lr=0$0026134380702554495_l_w=0$0015318703869567954	0.110903549539835
BPRMF_seed=123_e=200_bs=256_factors=4_lr=0$0026931211276183566_l_w=0$0011566152289430296	0.11036746140812934
BPRMF_seed=123_e=200_bs=256_factors=4_lr=0$0033309615216667206_l_w=0$00013986419355426077	0.10992369698424063
BPRMF_seed=123_e=200_bs=256_factors=4_lr=0$0037348555093548886_l_w=7$97943880393211e-05	0.10800666963008171
BPRMF_seed=123_e=200_bs=256_factors=4_lr=0$004269839934809691_l_w=2$2950997815169715e-05	0.10672854540370341
