model	nDCGRendle2020
BPRMF_seed=123_e=200_bs=256_factors=128_lr=0$0001207628570956835_l_w=1$670503812772153e-05	0.21065749875166673
BPRMF_seed=123_e=200_bs=256_factors=128_lr=0$00013487138054321944_l_w=0$0013657190237381855	0.21473757670086563
BPRMF_seed=123_e=200_bs=256_factors=128_lr=0$0001481005183630003_l_w=0$0010567114941474355	0.21274212585699867
BPRMF_seed=123_e=200_bs=256_factors=128_lr=0$00015011490675299823_l_w=0$00025956731556897876	0.21957500715218234
BPRMF_seed=123_e=200_bs=256_factors=128_lr=0$0001888654333115922_l_w=7$594747007917275e-05	0.22268571688950767
BPRMF_seed=123_e=200_bs=256_factors=128_lr=0$0002673004249418763_l_w=0$08271982506114287	0.1669410651160136
BPRMF_seed=123_e=200_bs=256_factors=128_lr=0$0003238606769821117_l_w=0$00020085838415204356	0.2212242073898224
BPRMF_seed=123_e=200_bs=256_factors=128_lr=0$0004287818058040883_l_w=0$00027290515941470067	0.21242200158346405
BPRMF_seed=123_e=200_bs=256_factors=128_lr=0$0005348499732957442_l_w=0$00029541515935698414	0.22196360828455305
BPRMF_seed=123_e=200_bs=256_factors=128_lr=0$0005639700746691885_l_w=0$005145515535821031	0.22860832466974768
BPRMF_seed=123_e=200_bs=256_factors=128_lr=0$0005880195270903159_l_w=0$002361872541284341	0.23460847885370867
BPRMF_seed=123_e=200_bs=256_factors=128_lr=0$0007859771240234308_l_w=5$2525352458037477e-05	0.2174264435966071
BPRMF_seed=123_e=200_bs=256_factors=128_lr=0$001386223577834537_l_w=0$0036845573959283727	0.21749327597593512
BPRMF_seed=123_e=200_bs=256_factors=128_lr=0$0014165243196557434_l_w=0$025581854267350927	0.22364974461082585
BPRMF_seed=123_e=200_bs=256_factors=128_lr=0$001486836382753669_l_w=0$02604115498972169	0.22373696444347385
BPRMF_seed=123_e=200_bs=256_factors=128_lr=0$0018924591867663832_l_w=0$00048194905707179484	0.21166062642397848
BPRMF_seed=123_e=200_bs=256_factors=128_lr=0$001985553949455268_l_w=0$06445268457836228	0.20380208762113616
BPRMF_seed=123_e=200_bs=256_factors=128_lr=0$0021511820498804255_l_w=3$4433758726929714e-05	0.20840589404258214
BPRMF_seed=123_e=200_bs=256_factors=128_lr=0$0031510355683121005_l_w=0$01778427573000201	0.22762382894867852
BPRMF_seed=123_e=200_bs=256_factors=128_lr=0$004716153603120487_l_w=0$018554653046303233	0.22394203996140197
