model	nDCGRendle2020
BPRMF_seed=123_e=200_bs=256_factors=2_lr=0$00013815790371152128_l_w=0$003190274443593053	0.10440777587955867
BPRMF_seed=123_e=200_bs=256_factors=2_lr=0$0001620872827719957_l_w=1$56556727945872e-05	0.10497537608307622
BPRMF_seed=123_e=200_bs=256_factors=2_lr=0$00037151956891814914_l_w=0$05675791581213648	0.11415485900088769
BPRMF_seed=123_e=200_bs=256_factors=2_lr=0$00044190041153786293_l_w=0$002338370482163394	0.11154061118312172
BPRMF_seed=123_e=200_bs=256_factors=2_lr=0$0005589394567665553_l_w=0$00012173014722163948	0.11065282261148407
BPRMF_seed=123_e=200_bs=256_factors=2_lr=0$0006727730337393982_l_w=1$6418812028780786e-05	0.11130404657743909
BPRMF_seed=123_e=200_bs=256_factors=2_lr=0$0007555330659747478_l_w=0$020297209644585625	0.11364430723713216
BPRMF_seed=123_e=200_bs=256_factors=2_lr=0$0008070404446236706_l_w=2$5227633674695453e-05	0.11124674227316302
BPRMF_seed=123_e=200_bs=256_factors=2_lr=0$0009565301096630095_l_w=0$002228827503842127	0.11102580145714419
BPRMF_seed=123_e=200_bs=256_factors=2_lr=0$0010792763383680936_l_w=0$0023557985176461517	0.11187623168054664
BPRMF_seed=123_e=200_bs=256_factors=2_lr=0$0011376919747599014_l_w=0$0005492759681386914	0.11149331410399124
BPRMF_seed=123_e=200_bs=256_factors=2_lr=0$0011511293927695487_l_w=1$0463249655432788e-05	0.11135207783890706
BPRMF_seed=123_e=200_bs=256_factors=2_lr=0$0011538428926733803_l_w=0$00038904862745243844	0.11155862760801565
BPRMF_seed=123_e=200_bs=256_factors=2_lr=0$001241395481148597_l_w=0$006039979457719552	0.11186866251958136
BPRMF_seed=123_e=200_bs=256_factors=2_lr=0$0017926993685649806_l_w=0$0004850198187290549	0.11106217511208923
BPRMF_seed=123_e=200_bs=256_factors=2_lr=0$0036061501294004372_l_w=0$0001712847593418974	0.10957835228571645
BPRMF_seed=123_e=200_bs=256_factors=2_lr=0$0037762645718766763_l_w=0$00011956213263913034	0.1095008900228904
BPRMF_seed=123_e=200_bs=256_factors=2_lr=0$004070364572294006_l_w=0$011314592969603035	0.11067196656949368
BPRMF_seed=123_e=200_bs=256_factors=2_lr=0$004790620950657052_l_w=0$00022680181204662146	0.10962585184700224
BPRMF_seed=123_e=200_bs=256_factors=2_lr=0$0048090994053151944_l_w=1$3821952072037158e-05	0.10962227529955874
