model	nDCGRendle2020
BPRMF_seed=123_e=200_bs=256_factors=256_lr=0$0001095050831578516_l_w=0$009707538210675435	0.22001682261645322
BPRMF_seed=123_e=200_bs=256_factors=256_lr=0$0001621655423960941_l_w=0$011338191975355821	0.2383053973429582
BPRMF_seed=123_e=200_bs=256_factors=256_lr=0$00017718610865854784_l_w=0$004153931936854083	0.2522047317508437
BPRMF_seed=123_e=200_bs=256_factors=256_lr=0$00023943802728430358_l_w=0$036325014450712435	0.21351707332443215
BPRMF_seed=123_e=200_bs=256_factors=256_lr=0$00046083949100544284_l_w=0$0022183898072497647	0.251103493015601
BPRMF_seed=123_e=200_bs=256_factors=256_lr=0$0005244728080572735_l_w=0$022795729934465717	0.23761575261638776
BPRMF_seed=123_e=200_bs=256_factors=256_lr=0$000581295268049958_l_w=0$07812719644660297	0.20091903378584508
BPRMF_seed=123_e=200_bs=256_factors=256_lr=0$0006998651956253803_l_w=3$6020808337455827e-05	0.23488391029371777
BPRMF_seed=123_e=200_bs=256_factors=256_lr=0$0011667276478594735_l_w=0$00017695459433136735	0.22833543850386906
BPRMF_seed=123_e=200_bs=256_factors=256_lr=0$0011824408879467648_l_w=0$0005974739929940317	0.22894496026529845
BPRMF_seed=123_e=200_bs=256_factors=256_lr=0$001432032615475456_l_w=4$0572602956545346e-05	0.22519476735592048
BPRMF_seed=123_e=200_bs=256_factors=256_lr=0$0018159576456402533_l_w=0$0001239357148756001	0.21972724558477333
BPRMF_seed=123_e=200_bs=256_factors=256_lr=0$0019866179067925703_l_w=0$006884846265676348	0.24139589299615125
BPRMF_seed=123_e=200_bs=256_factors=256_lr=0$002240327787786238_l_w=4$589313503255191e-05	0.21855113327926223
BPRMF_seed=123_e=200_bs=256_factors=256_lr=0$0024186437099136654_l_w=8$494876846544014e-05	0.21812352770874374
BPRMF_seed=123_e=200_bs=256_factors=256_lr=0$0028321136546659784_l_w=0$0004544613732867371	0.21565872039707432
BPRMF_seed=123_e=200_bs=256_factors=256_lr=0$003210828537879552_l_w=0$09849407273290525	0.17270979120125105
BPRMF_seed=123_e=200_bs=256_factors=256_lr=0$0033756595688829087_l_w=0$0049227321382841124	0.22664098165861457
BPRMF_seed=123_e=200_bs=256_factors=256_lr=0$0035933387256439323_l_w=7$766838211455577e-05	0.2065551948622453
BPRMF_seed=123_e=200_bs=256_factors=256_lr=0$004972666482034102_l_w=0$005832897459991942	0.2132867152237039
