model	nDCGRendle2020
BPRMF_seed=123_e=200_bs=64_factors=8_lr=0$00011388433232918851_l_w=0$046479868886747114	0.005715232421773249
BPRMF_seed=123_e=200_bs=64_factors=8_lr=0$0001725113514931228_l_w=0$00016407980848067588	0.05559200034450967
BPRMF_seed=123_e=200_bs=64_factors=8_lr=0$00017493040844291372_l_w=0$0003561699543169031	0.05568089733695603
BPRMF_seed=123_e=200_bs=64_factors=8_lr=0$00017867647925274888_l_w=0$017262967142116573	0.006018885528193569
BPRMF_seed=123_e=200_bs=64_factors=8_lr=0$0002065693917919363_l_w=0$009443702688597655	0.057178468603247094
BPRMF_seed=123_e=200_bs=64_factors=8_lr=0$0002292916142834612_l_w=0$039534748160028194	0.005718298918741377
BPRMF_seed=123_e=200_bs=64_factors=8_lr=0$00024934438355709134_l_w=3$3242390376089864e-05	0.05702050302123389
BPRMF_seed=123_e=200_bs=64_factors=8_lr=0$00025710837696576766_l_w=0$014814373200544878	0.06171087823728923
BPRMF_seed=123_e=200_bs=64_factors=8_lr=0$000352675391757803_l_w=0$009970338720899754	0.05844464585145253
BPRMF_seed=123_e=200_bs=64_factors=8_lr=0$00043330573771235717_l_w=0$0331391883545839	0.06466902717391738
BPRMF_seed=123_e=200_bs=64_factors=8_lr=0$0013209574752188872_l_w=6$84831473858974e-05	0.06052877641421059
BPRMF_seed=123_e=200_bs=64_factors=8_lr=0$0015099688261484988_l_w=0$004122247413029923	0.05930248543012501
BPRMF_seed=123_e=200_bs=64_factors=8_lr=0$0018362366655931806_l_w=9$788902029962336e-05	0.05868072263962887
BPRMF_seed=123_e=200_bs=64_factors=8_lr=0$0023524347798149618_l_w=0$0003629889102404384	0.056975997402115876
BPRMF_seed=123_e=200_bs=64_factors=8_lr=0$0025834413907031527_l_w=0$006107207081823904	0.05532841142186533
BPRMF_seed=123_e=200_bs=64_factors=8_lr=0$0029454015458486786_l_w=0$0002770091026971065	0.05400715275105675
BPRMF_seed=123_e=200_bs=64_factors=8_lr=0$003739557460498168_l_w=0$025803016713538157	0.05052523180656442
BPRMF_seed=123_e=200_bs=64_factors=8_lr=0$00399560861250965_l_w=6$754853485288228e-05	0.05256234606486932
BPRMF_seed=123_e=200_bs=64_factors=8_lr=0$004160080239167424_l_w=6$442453095126684e-05	0.050959746892666906
BPRMF_seed=123_e=200_bs=64_factors=8_lr=0$004250078801463418_l_w=0$05993472872034193	0.05907634216373146
