model	nDCGRendle2020
BPRMF_seed=123_e=200_bs=64_factors=128_lr=0$0001207628570956835_l_w=1$670503812772153e-05	0.08003985312208185
BPRMF_seed=123_e=200_bs=64_factors=128_lr=0$00013487138054321944_l_w=0$0013657190237381855	0.08102313640429548
BPRMF_seed=123_e=200_bs=64_factors=128_lr=0$0001481005183630003_l_w=0$0010567114941474355	0.08261943054072107
BPRMF_seed=123_e=200_bs=64_factors=128_lr=0$00015011490675299823_l_w=0$00025956731556897876	0.08280520656356194
BPRMF_seed=123_e=200_bs=64_factors=128_lr=0$0001888654333115922_l_w=7$594747007917275e-05	0.080441467528919
BPRMF_seed=123_e=200_bs=64_factors=128_lr=0$0002673004249418763_l_w=0$08271982506114287	0.005702287439486341
BPRMF_seed=123_e=200_bs=64_factors=128_lr=0$0003238606769821117_l_w=0$00020085838415204356	0.08236834342131334
BPRMF_seed=123_e=200_bs=64_factors=128_lr=0$0004287818058040883_l_w=0$00027290515941470067	0.07983931494842308
BPRMF_seed=123_e=200_bs=64_factors=128_lr=0$0005348499732957442_l_w=0$00029541515935698414	0.08139860391846643
BPRMF_seed=123_e=200_bs=64_factors=128_lr=0$0005639700746691885_l_w=0$005145515535821031	0.08161416904173568
BPRMF_seed=123_e=200_bs=64_factors=128_lr=0$0005880195270903159_l_w=0$002361872541284341	0.08082375723858347
BPRMF_seed=123_e=200_bs=64_factors=128_lr=0$0007859771240234308_l_w=5$2525352458037477e-05	0.07805063197130989
BPRMF_seed=123_e=200_bs=64_factors=128_lr=0$001386223577834537_l_w=0$0036845573959283727	0.07598502143148639
BPRMF_seed=123_e=200_bs=64_factors=128_lr=0$0014165243196557434_l_w=0$025581854267350927	0.08664844046793008
BPRMF_seed=123_e=200_bs=64_factors=128_lr=0$001486836382753669_l_w=0$02604115498972169	0.0866429669242864
BPRMF_seed=123_e=200_bs=64_factors=128_lr=0$0018924591867663832_l_w=0$00048194905707179484	0.07253675510008166
BPRMF_seed=123_e=200_bs=64_factors=128_lr=0$001985553949455268_l_w=0$06445268457836228	0.09746458106397346
BPRMF_seed=123_e=200_bs=64_factors=128_lr=0$0021511820498804255_l_w=3$4433758726929714e-05	0.07387720252468592
BPRMF_seed=123_e=200_bs=64_factors=128_lr=0$0031510355683121005_l_w=0$01778427573000201	0.07317210421717517
BPRMF_seed=123_e=200_bs=64_factors=128_lr=0$004716153603120487_l_w=0$018554653046303233	0.08017091404318706
